"","Quercus_CA","Quercus_MX","Quercus_MX_stellatae","roburoids_albae","mac_bic","mac_bic_lob"
"reSeq.reseq_Qvar.bt067",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt068",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt069",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt070",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt071",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt072",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt073",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt074",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt075",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt076",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt077",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt078",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt079",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt080",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt081",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt082",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt083",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt084",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt085",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt086",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt087",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt088",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt089",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt090",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt091",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt092",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt093",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt094",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt095",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt096",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt097",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt098",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt099",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt100",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
